0.104,0.71
0.172,0.375
0.265,0.778
0.544,0.282
0.144,0.303
0.535,0.73
0.924,0.663
0.584,0.445
0.147,0.577
0.635,0.561
0.486,0.797
0.248,0.34
0.0532,0.271
0.388,0.355
0.692,0.824
0.407,0.664
0.532,0.647
0.639,0.873
0.295,0.152
0.291,0.55
0.123,0.237
0.0395,0.426
0.511,0.828
0.153,0.63
0.349,0.741
0.398,0.803
0.557,0.638
0.306,0.267
0.175,0.696
0.197,0.354
0.189,0.65
0.0789,0.228
0.388,0.289
0.587,0.592
0.0385,0.374
0.311,0.637
0.493,0.79
0.19,0.636
0.349,0.492
0.414,0.182
0.154,0.294
0.299,0.696
0.293,0.499
0.549,0.629
0.257,0.62
0.407,0.839
0.335,0.455
0.479,0.821
0.0983,0.602
0.175,0.719
0.144,0.307
0.418,0.934
0.0691,0.408
0.255,0.443
0.364,0.707
0.305,0.594
0.135,0.595
0.132,0.747
0.379,0.0565
0.523,0.767
0.169,0.415
0.166,0.11
0.0722,0.122
0.237,0.656
0.0714,0.194
0.341,0.0811
0.354,0.758
0.105,0.629
0.265,0.286
0.333,0.637
0.153,0.433
0.415,0.535
0.263,0.311
0.166,0.505
0.585,0.414
0.498,0.663
0.079,0.302
0.401,0.469
0.34,0.263
0.579,0.52
0.406,0.808
0.154,0.412
0.133,0.814
0.121,0.0744
0.182,0.391
0.215,0.655
0.372,0.177
0.304,0.633
0.112,0.311
0.0951,0.436
0.377,0.627
0.123,0.662
0.0796,0.147
0.289,0.364
0.478,0.7
0.13,0.241
0.55,0.645
0.241,0.333
0.112,0.139
0.04,0.654
0.112,0.769
0.0397,0.159
0.295,0.379
0.282,0.446
0.0416,0.441
0.443,0.466
0.368,0.36
0.0771,0.448
0.111,0.515
0.119,0.511
0.0788,0.657
0.0698,0.0954
0.114,0.168
0.0682,0.112
0.241,0.144
0.128,0.47
0.235,0.768
0.136,0.302
0.503,0.932
0.553,0.743
0.821,0.742
0.425,0.615
0.315,0.329
0.0738,0.0297
0.133,0.672
0.46,0.671
0.18,0.275
0.191,0.111
0.342,0.799
0.199,0.405
0.283,0.726
0.43,0.587
0.199,0.356
0.159,0.329
0.505,0.738
0.566,0.595
0.187,0.684
0.342,0.372
0.152,0.279
0.0581,0.235
0.229,0.548
0.0392,0.593
0.036,0.442
0.414,0.417
0.346,0.441
0.385,0.609
0.439,0.741
0.226,0.427
0.596,0.38
0.161,0.36
0.804,0.66
0.305,0.594
0.123,0.599
0.191,0.558
0.067,0.326
0.167,0.0225
0.207,0.517
0.322,0.296
0.203,0.26
0.0791,0.181
0.115,0.502
0.523,0.653
0.21,0.422
0.0771,0.448
0.394,0.416
0.0401,0.285
0.399,0.308
0.0764,0.429
0.0468,0.00341
0.461,0.835
0.203,0.415
0.208,0.37
0.0663,0.0562
0.329,0.374
0.328,0.387
0.147,0.423
0.122,0.161
0.634,0.577
0.195,0.445
0.261,0.46
0.57,0.284
0.257,0.339
0.189,0.604
0.475,0.557
0.163,0.74
0.278,0.58
0.445,0.824
0.152,0.426
0.239,0.562
0.139,0.348
0.0722,0.122
0.0387,0.0655
0.255,0.402
0.179,0.48
0.131,0.21
0.0595,0.48
0.449,0.564
0.222,0.479
0.176,0.112
0.099,0.169
0.188,0.466
0.19,0.3
0.0771,0.362
0.344,0.72
0.159,0.477
0.154,0.376
0.159,0.193
0.242,0.53
0.212,0.397
0.431,0.52
0.159,0.219
0.358,0.618
0.332,0.0962
0.205,0.449
0.277,0.48
0.27,0.326
0.508,0.569
0.254,0.492
0.609,0.304
0.45,0.528
0.356,0.779
0.191,0.567
0.296,0.598
0.126,0.521
0.153,0.455
0.15,0.701
0.441,0.555
0.0949,0.44
0.555,0.182
0.364,0.0609
0.0844,0.355
0.137,0.385
0.206,0.573
0.227,0.55
0.207,0.643
0.356,0.662
0.431,0.427
0.276,0.255
0.316,0.458
0.19,0.54
0.233,0.521
0.491,0.761
0.366,0.292
0.508,0.344
0.415,0.438
0.113,0.291
0.238,0.436
0.349,0.483
0.516,0.953
0.317,0.0651
0.19,0.14
0.253,0.239
0.25,0.584
0.295,0.177
0.116,0.148
0.293,0.149
0.611,0.306
0.196,0.164
0.218,0.211
0.283,0.542
0.0948,0.218
0.213,0.554
0.35,0.908
0.204,0.462
0.347,0.596
0.276,0.729
0.0561,0.225
0.338,0.44
0.105,0.218
0.331,0.226
0.365,0.114
0.248,0.523
0.146,0.308
0.491,0.495
0.466,0.264
0.535,0.711
0.091,0.357
0.405,0.893
0.316,0.5
0.145,0.542
0.454,0.395
0.111,0.45
0.204,0.321
0.298,0.669
0.305,0.285
0.134,0.735
0.531,0.542
0.722,0.33
0.258,0.482
0.158,0.449
0.104,0.256
0.186,0.466
0.252,0.293
0.455,0.477
0.362,0.286
0.258,0.352
0.504,0.668
0.0816,0.434
0.528,0.561
0.358,0.262
0.399,0.458
0.152,0.683
0.112,0.139
0.39,0.537
0.198,0.174
0.096,0.43
0.373,0.319
0.0856,0.101
0.0845,0.178
0.0789,0.33
0.11,0.0657
0.316,0.283
0.097,0.264
0.186,0.193
0.0494,0.144
0.176,0.476
0.224,0.177
0.531,0.432
0.169,0.467
0.21,0.317
0.323,0.0646
0.175,0.15
0.133,0.0645
0.355,0.293
0.292,0.404
0.0391,0.15
0.164,0.276
0.328,0.321
0.13,0.326
0.553,0.275
0.201,0.45
0.109,0.356
0.0812,0.121
0.203,0.0698
0.514,0.0605
0.193,0.255
0.261,0.611
0.337,0.338
0.268,0.319
0.334,0.181
0.443,0.138
0.0983,0.262
0.309,0.34
0.219,0.444
0.0839,0.447
0.189,0.208
0.255,0.449
0.156,0.279
0.517,0.131
0.22,0.324
0.0981,0.455
0.192,0.0538
0.0392,0.357
0.0395,0.28
0.263,0.329
0.157,0.0602
0.277,0.477
0.414,0.394
0.318,0.205
0.0392,0.238
0.0847,0.263
0.192,0.415
0.611,0.447
0.106,0.438
0.176,0.463
0.221,0.288
0.179,0.418
0.296,0.102
0.23,0.148
0.0993,0.23
0.176,0.189
0.231,0.285
0.358,0.452
0.0948,0.374
0.383,0.262
0.162,0.267
0.0697,0.171
0.155,0.335
0.33,0.781
0.192,0.257
0.415,0.161
0.166,0.403
0.444,0.314
0.156,0.226
0.344,0.437
0.181,0.48
0.142,0.164
0.241,0.0632
0.806,0.255
0.0618,0.187
0.146,0.118
0.13,0.102
0.402,0.252
0.45,0.391
0.148,0.234
0.207,0.438
0.198,0.294
0.16,0.427
0.178,0.227
0.239,0.562
0.218,0.144
0.547,0.494
0.17,0.609
0.163,0.636
0.317,0.296
0.658,0.764
0.391,0.412
0.27,0.466
0.289,0.266
0.548,0.507
0.284,0.448
0.0913,0.599
0.313,0.475
0.494,0.645
0.206,0.693
0.544,0.288
0.383,0.356
0.181,0.399
0.422,0.492
0.23,0.57
0.198,0.614
0.471,0.71
0.334,0.76
0.371,0.55
0.243,0.373
0.318,0.713
0.357,0.657
0.801,0.699
0.154,0.0742
0.267,0.604
0.0656,0.329
0.348,0.484
0.399,0.8
0.37,0.599
0.231,0.405
0.352,0.698
0.34,0.764
0.24,0.499
0.275,0.594
0.399,0.678
0.242,0.538
0.331,0.0231
0.096,0.43
0.214,0.359
0.43,0.678
0.308,0.529
0.393,0.654
0.362,0.346
0.0794,0.481
0.584,0.794
0.413,0.464
0.673,0.512
0.476,0.72
0.0654,0.209
0.687,0.586
0.212,0.384
0.13,0.487
0.543,0.459
0.265,0.286
0.339,0.104
0.264,0.452
0.203,0.625
0.17,0.409
0.457,0.747
0.233,0.439
0.245,0.205
0.387,0.397
0.404,0.464
0.337,0.0899
0.208,0.575
0.55,0.222
0.125,0.808
0.273,0.562
0.249,0.522
0.326,0.231
0.364,0.749
0.223,0.406
0.228,0.607
0.107,0.285
0.388,0.352
0.338,0.44
0.299,0.441
0.581,0.285
0.205,0.505
0.109,0.528
0.328,0.628
0.51,0.0929
0.388,0.779
0.304,0.592
0.178,0.227
0.191,0.186
0.407,0.817
0.178,0.405
0.472,0.294
0.0996,0.81
0.848,0.884
0.261,0.703
0.184,0.35
0.146,0.419
0.375,0.764
0.118,0.667
0.725,0.699
0.0812,0.477
0.291,0.599
0.241,0.722
0.205,0.727
0.29,0.438
0.183,0.601
0.281,0.361
0.173,0.296
0.39,0.197
0.468,0.269
0.191,0.856
0.152,0.399
0.181,0.178
0.234,0.35
0.279,0.661
0.0767,0.363
0.307,0.321
0.0764,0.243
0.229,0.275
0.239,0.562
0.17,0.608
0.327,0.391
0.465,0.158
0.15,0.281
0.191,0.543
0.227,0.474
0.29,0.803
0.0967,0.505
0.221,0.507
0.215,0.707
0.201,0.34
0.203,0.118
0.196,0.379
0.299,0.188
0.197,0.318
0.101,0.475
0.256,0.215
0.178,0.572
0.262,0.201
0.207,0.414
0.145,0.419
0.113,0.798
0.327,0.0799
0.0918,0.155
0.238,0.451
0.136,0.243
0.444,0.694
0.321,0.498
0.174,0.274
0.113,0.0814
0.163,0.205
0.128,0.315
0.191,0.551
0.119,0.413
0.0389,0.371
0.191,0.274
0.148,0.183
0.042,0.33
0.287,0.0885
0.254,0.163
0.336,0.31
0.342,0.267
0.362,0.503
0.143,0.39
0.241,0.138
0.3,0.26
0.157,0.378
0.286,0.29
0.378,0.275
0.154,0.211
0.253,0.132
0.159,0.549
0.159,0.126
0.41,0.248
0.333,0.126
0.264,0.595
0.17,0.3
0.15,0.0548
0.422,0.264
0.0956,0.133
0.393,0.245
0.217,0.476
0.166,0.176
0.406,0.259
0.0948,0.151
0.151,0.255
0.104,0.304
0.0817,0.18
0.29,0.254
0.179,0.204
0.261,0.439
0.466,0.29
0.346,0.415
0.225,0.119
0.384,0.113
0.403,0.195
0.164,0.159
0.481,0.344
0.292,0.158
0.231,0.242
0.107,0.379
0.126,0.537
0.261,0.404
0.337,0.28
0.182,0.441
0.194,0.506
0.365,0.319
0.105,0.547
0.354,0.776
0.333,0.224
0.117,0.241
0.0453,0.37
0.599,0.343
0.0993,0.779
0.0862,0.113
0.471,0.163
0.0789,0.228
0.133,0.153
0.134,0.315
0.247,0.489
0.482,0.391
0.0617,0.21
0.287,0.312
0.0599,0.385
0.0666,0.245
0.227,0.269
0.0427,0.124
0.325,0.141
0.261,0.442
0.521,0.445
0.498,0.627
0.158,0.599
0.329,0.473
0.534,0.556
0.334,0.754
0.259,0.593
0.222,0.735
0.244,0.743
0.378,0.78
0.497,0.714
0.39,0.773
0.219,0.582
0.396,0.52
0.357,0.668
0.276,0.335
0.121,0.499
0.384,0.736
0.357,0.657
0.287,0.451
0.155,0.338
0.523,0.565
0.52,0.443
0.168,0.407
0.144,0.44
0.122,0.458
0.176,0.29
0.495,0.619
0.489,0.652
0.563,0.637
0.167,0.715
0.407,0.664
0.291,0.302
0.364,0.729
0.364,0.175
0.0949,0.127
0.332,0.0901
0.0911,0.143
0.354,0.697
0.317,0.309
0.0894,0.182
0.103,0.573
0.0396,0.316
0.638,0.637
0.118,0.124
0.219,0.553
0.532,0.833
0.128,0.288
0.318,0.402
0.306,0.377
0.284,0.285
0.366,0.368
0.147,0.513
0.0989,0.269
0.321,0.802
0.326,0.609
0.215,0.804
0.741,0.632
0.756,0.739
0.151,0.333
0.896,0.619
0.268,0.34
0.67,0.598
0.207,0.679
0.316,0.597
0.166,0.184
0.258,0.396
0.236,0.421
0.387,0.839
0.41,0.784
0.483,0.413
0.4,0.28
0.285,0.46
0.156,0.276
0.17,0.457
0.0922,0.422
0.0382,0.367
0.158,0.503
0.122,0.315
0.0584,0.466
0.0921,0.257
0.128,0.426
0.419,0.869
0.283,0.442
0.0407,0.074
0.195,0.0953
0.12,0.327
0.403,0.529
0.291,0.425
0.121,0.478
0.295,0.763
0.347,0.595
0.189,0.65
0.886,0.472
0.0509,0.237
0.246,0.593
0.351,0.373
0.171,0.393
0.51,0.799
0.24,0.461
0.0698,0.273
0.411,0.521
0.371,0.837
0.63,0.392
0.175,0.512
0.418,0.185
0.0914,0.695
0.333,0.405
0.165,0.523
0.426,0.461
0.0981,0.457
0.156,0.367
0.126,0.43
0.273,0.736
0.533,0.968
0.286,0.574
0.26,0.468
0.08,0.46
0.179,0.647
0.0695,0.238
0.191,0.487
0.167,0.448
0.157,0.366
0.0376,0.612
0.263,0.791
0.103,0.371
0.131,0.288
0.251,0.238
0.142,0.526
0.145,0.295
0.0764,0.362
0.147,0.425
0.115,0.41
0.267,0.476
0.221,0.274
0.35,0.577
0.238,0.233
0.267,0.287
0.154,0.412
0.204,0.546
0.136,0.584
0.112,0.328
0.0801,0.306
0.121,0.286
0.159,0.336
0.511,0.828
0.368,0.198
0.223,0.406
0.27,0.628
0.146,0.361
0.654,0.5
0.32,0.547
0.214,0.698
0.118,0.285
0.311,0.507
0.496,0.403
0.508,0.511
0.09,0.348
0.167,0.0735
0.267,0.663
0.482,0.705
0.672,0.625
0.197,0.27
0.314,0.717
0.335,0.578
0.252,0.151
0.275,0.338
0.0557,0.364
0.173,0.325
0.1,0.492
0.156,0.155
0.389,0.196
0.4,0.255
0.14,0.662
0.176,0.29
0.392,0.791
0.272,0.562
0.368,0.463
0.414,0.699
0.147,0.638
0.341,0.759
0.395,0.555
0.758,0.842
0.288,0.647
0.442,0.116
0.319,0.611
0.227,0.377
0.31,0.502
0.346,0.37
0.282,0.442
0.641,0.815
0.505,0.74
0.318,0.579
0.239,0.545
0.477,0.718
0.364,0.377
0.274,0.641
0.331,0.472
0.36,0.132
0.207,0.342
0.271,0.749
0.235,0.721
0.374,0.342
0.608,0.886
0.372,0.266
0.276,0.34
0.0763,0.128
0.0382,0.276
0.078,0.552
0.164,0.259
0.289,0.157
0.0985,0.53
0.266,0.481
0.443,0.824
0.113,0.154
0.322,0.469
0.349,0.231
0.155,0.335
0.305,0.473
0.343,0.629
0.517,0.833
0.383,0.712
0.49,0.436
0.22,0.558
0.284,0.13
0.45,0.518
0.438,0.931
0.497,0.811
0.108,0.214
0.366,0.179
0.107,0.035
0.199,0.135
0.168,0.339
0.333,0.179
0.339,0.283
0.251,0.305
0.0913,0.573
0.441,0.21
0.202,0.559
0.154,0.194
0.178,0.407
0.489,0.749
0.423,0.179
0.157,0.302
0.398,0.361
0.216,0.343
0.203,0.172
0.193,0.268
0.224,0.0594
0.319,0.0839
0.148,0.271
0.133,0.401
0.0691,0.269
0.158,0.0692
0.342,0.261
0.124,0.152
0.574,0.388
0.301,0.528
0.403,0.567
0.28,0.33
0.213,0.563
0.55,0.502
0.237,0.755
0.0983,0.463
0.711,0.457
0.144,0.303
0.717,0.417
0.0767,0.363
0.63,0.434
0.121,0.194
0.212,0.306
0.711,0.614
0.532,0.454
0.211,0.471
0.511,0.538
0.336,0.64
0.497,0.553
0.559,0.723
0.149,0.446
0.327,0.436
0.385,0.641
0.806,0.58
0.869,0.812
0.312,0.622
0.2,0.471
0.274,0.325
0.147,0.166
0.384,0.709
0.0968,0.324
0.33,0.606
0.568,0.905
0.432,0.837
0.312,0.534
0.772,0.434
0.239,0.541
0.0971,0.428
0.205,0.812
0.359,0.831
0.448,0.789
0.374,0.603
0.648,0.748
0.302,0.649
0.509,0.453
0.357,0.511
0.644,0.67
0.483,0.601
0.297,0.372
0.155,0.424
0.344,0.406
0.3,0.722
0.287,0.671
0.416,0.689
0.87,0.897
0.443,0.636
0.365,0.651
0.176,0.445
0.534,0.785
0.0736,0.671
0.556,0.786
0.265,0.286
0.177,0.316
0.169,0.612
0.698,0.365
0.775,0.885
0.374,0.283
0.331,0.472
0.232,0.55
0.286,0.142
0.611,0.79
0.454,0.821
0.231,0.521
0.481,0.712
0.359,0.514
0.245,0.491
0.331,0.219
0.337,0.405
0.684,0.876
0.337,0.625
0.207,0.569
0.397,0.524
0.348,0.486
0.23,0.842
0.306,0.676
0.197,0.6
0.321,0.728
0.7,0.729
0.206,0.302
0.506,0.64
0.364,0.629
0.679,0.818
0.202,0.873
0.408,0.909
0.403,0.928
0.344,0.625
0.337,0.685
0.465,0.158
0.562,0.405
0.129,0.537
0.1,0.719
0.447,0.794
0.291,0.561
0.383,0.603
0.277,0.444
0.515,0.736
0.129,0.592
0.417,0.725
0.319,0.498
0.332,0.694
0.291,0.327
0.576,0.513
0.226,0.186
0.463,0.786
0.632,0.672
0.118,0.426
0.34,0.827
0.369,0.242
0.262,0.578
0.485,0.777
0.225,0.56
0.328,0.671
0.164,0.314
0.248,0.363
0.325,0.472
0.326,0.788
0.251,0.129
0.178,0.456
0.432,0.757
0.248,0.452
0.467,0.833
0.477,0.857
0.259,0.117
0.38,0.609
0.407,0.437
0.778,0.707
0.0758,0.151
0.364,0.68
0.499,0.378
0.761,0.733
0.081,0.82
0.219,0.54
0.359,0.75
0.209,0.511
0.13,0.33
0.0389,0.053
0.532,0.656
0.379,0.468
0.204,0.691
0.354,0.573
0.268,0.202
0.386,0.849
0.306,0.792
0.38,0.286
0.165,0.546
0.375,0.382
0.183,0.678
0.37,0.721
0.471,0.301
0.748,0.36
0.539,0.161
0.318,0.376
0.162,0.569
0.21,0.452
0.281,0.476
0.186,0.268
0.636,0.777
0.416,0.623
0.62,0.867
0.218,0.627
0.258,0.659
0.543,0.469
0.129,0.748
0.544,0.397
0.776,0.162
0.561,0.64
0.226,0.667
0.265,0.161
0.289,0.245
0.532,0.404
0.528,0.684
0.0662,0.446
0.173,0.409
0.341,0.619
0.515,0.293
0.347,0.17
0.715,0.33
0.163,0.303
0.575,0.299
0.383,0.292
0.138,0.518
0.187,0.12
0.403,0.693
0.136,0.425
0.309,0.3
0.621,0.623
0.738,0.382
0.424,0.346
0.155,0.322
0.481,0.722
0.487,0.469
0.253,0.584
0.329,0.262
0.602,0.367
0.225,0.245
0.485,0.251
0.368,0.566
0.207,0.175
0.425,0.609
0.219,0.553
0.158,0.201
0.212,0.313
0.3,0.149
0.269,0.742
0.262,0.477
0.27,0.405
0.101,0.441
0.0511,0.722
0.381,0.28
0.371,0.307
0.404,0.255
0.507,0.303
0.425,0.346
0.195,0.184
0.306,0.473
0.337,0.214
0.116,0.634
0.469,0.376
0.245,0.597
0.401,0.577
0.341,0.259
0.238,0.316
0.235,0.64
0.172,0.305
0.588,0.651
0.26,0.191
0.239,0.545
0.36,0.724
0.2,0.606
0.26,0.419
0.585,0.826
0.0849,0.554
0.203,0.255
0.321,0.784
0.229,0.568
0.275,0.37
0.0364,0.513
0.133,0.452
0.305,0.377
0.218,0.421
0.166,0.32
0.216,0.32
0.14,0.162
0.314,0.819
0.408,0.482
0.354,0.355
0.0923,0.376
0.395,0.291
0.486,0.206
0.0747,0.296
0.285,0.434
0.542,0.83
0.144,0.671
0.318,0.602
0.153,0.278
0.65,0.786
0.385,0.426
0.0698,0.351
0.471,0.0472
0.124,0.26
0.155,0.729
0.139,0.62
0.292,0.701
0.369,0.371
0.367,0.411
0.217,0.236
0.456,0.472
0.14,0.352
0.197,0.713
0.262,0.546
0.161,0.572
0.359,0.276
0.66,0.781
0.431,0.586
0.19,0.571
0.566,0.579
0.599,0.435
0.0638,0.241
0.0462,0.141
0.372,0.707
0.191,0.421
0.0874,0.455
0.0708,0.224
0.447,0.319
0.114,0.445
0.224,0.271
0.199,0.45
0.423,0.403
0.562,0.405
0.51,0.0929
0.489,0.652
0.545,0.499
0.408,0.26
0.109,0.328
0.299,0.443
0.189,0.32
0.379,0.807
0.177,0.553
0.19,0.5
0.297,0.731
0.541,0.861
0.158,0.306
0.367,0.676
0.0629,0.216
0.273,0.502
0.283,0.323
0.41,0.327
0.619,0.45
0.202,0.313
0.167,0.344
0.156,0.316
0.13,0.192
0.483,0.689
0.403,0.228
0.358,0.437
0.17,0.195
0.377,0.428
0.169,0.146
0.249,0.739
0.12,0.342
0.527,0.859
0.204,0.734
0.758,0.828
0.663,0.463
0.366,0.474
0.445,0.701
0.513,0.858
0.291,0.0382
0.231,0.877
0.657,0.791
0.412,0.731
0.126,0.319
0.0683,0.338
0.0987,0.519
0.266,0.298
0.0737,0.112
0.142,0.075
0.161,0.356
0.473,0.697
0.204,0.176
0.185,0.225
0.17,0.248
0.21,0.444
0.278,0.4
0.303,0.0786
0.0568,0.363
0.527,0.844
0.356,0.0774
0.217,0.337
0.259,0.733
0.361,0.196
0.311,0.481
0.296,0.124
0.344,0.301
0.22,0.459
0.175,0.594
0.24,0.243
0.404,0.209
0.318,0.742
0.293,0.459
0.234,0.555
0.363,0.534
0.595,0.846
0.0589,0.364
0.391,0.318
0.18,0.527
0.334,0.414
0.323,0.742
0.211,0.276
0.188,0.46
0.182,0.421
0.335,0.367
0.28,0.571
0.124,0.765
0.0665,0.424
0.459,0.254
0.354,0.463
0.326,0.25
0.109,0.213
0.272,0.482
0.277,0.415
0.102,0.442
0.223,0.571
0.142,0.562
0.119,0.32
0.502,0.487
0.313,0.64
0.157,0.123
0.268,0.126
0.462,0.138
0.267,0.196
0.242,0.379
0.337,0.576
0.114,0.164
0.269,0.65
0.152,0.553
0.666,0.483
0.15,0.384
0.064,0.472
0.218,0.336
0.311,0.373
0.0486,0.329
0.286,0.428
0.194,0.171
0.127,0.279
0.0946,0.25
0.131,0.47
0.247,0.728
0.155,0.446
0.1,0.328
0.312,0.148
0.101,0.132
0.175,0.46
0.108,0.448
0.16,0.397
0.241,0.197
0.165,0.286
0.0983,0.17
0.13,0.311
0.247,0.331
0.861,0.662
0.172,0.506
0.147,0.201
0.242,0.0643
0.636,0.51
0.182,0.349
0.295,0.277
0.528,0.626
0.0975,0.626
0.175,0.11
0.346,0.535
0.0783,0.244
0.234,0.505
0.217,0.293
0.301,0.474
0.234,0.276
0.186,0.352
0.539,0.448
0.13,0.524
0.207,0.437
0.185,0.275
0.403,0.13
0.16,0.0884
0.184,0.371
0.18,0.244
0.357,0.257
0.744,0.292
0.224,0.235
0.226,0.412
0.242,0.317
0.435,0.246
0.41,0.314
0.103,0.271
0.2,0.269
0.232,0.267
0.285,0.399
0.274,0.204
0.129,0.238
0.183,0.298
0.181,0.445
0.212,0.077
0.491,0.688
0.16,0.636
0.273,0.634
0.305,0.318
0.0949,0.374
0.143,0.0964
0.347,0.252
0.104,0.238
0.087,0.566
0.141,0.3
0.396,0.421
0.251,0.162
0.228,0.111
0.157,0.292
0.551,0.316
0.137,0.323
0.44,0.644
0.0859,0.117
0.239,0.125
0.0578,0.219
0.168,0.521
0.342,0.267
0.0631,0.13
0.0725,0.281
0.268,0.0327
0.202,0.632
0.392,0.133
0.328,0.17
0.361,0.31
0.192,0.283
0.281,0.248
0.375,0.344
0.21,0.271
0.106,0.109
0.175,0.0693
0.0659,0.119
0.222,0.0773
0.0646,0.233
0.0386,0.304
0.157,0.285
0.151,0.413
0.129,0.239
0.0914,0.236
0.134,0.393
0.118,0.399
0.0652,0.335
0.24,0.266
0.213,0.563
0.316,0.591
0.407,0.566
0.108,0.685
0.393,0.265
0.533,0.226
0.127,0.458
0.0835,0.198
0.323,0.289
0.0547,0.173
0.266,0.552
0.373,0.209
0.198,0.717
0.0394,0.183
0.3,0.267
0.114,0.314
0.327,0.149
0.129,0.462
0.0646,0.372
0.2,0.58
0.123,0.481
0.109,0.375
0.384,0.746
0.0658,0.495
0.104,0.406
0.535,0.342
0.306,0.267
0.453,0.439
0.192,0.208
0.24,0.438
0.282,0.775
0.0823,0.231
0.229,0.794
0.196,0.297
0.0552,0.418
0.213,0.233
0.141,0.517
0.332,0.826
0.67,0.613
0.292,0.041
0.0397,0.286
0.145,0.466
0.147,0.161
0.329,0.157
0.341,0.325
0.0797,0.301
0.225,0.446
0.0787,0.192
0.281,0.209
0.182,0.566
0.137,0.283
0.242,0.0775
0.31,0.178
0.484,0.633
0.333,0.373
0.339,0.311
0.575,0.176
0.045,0.597
0.311,0.263
0.326,0.54
0.154,0.335
0.117,0.221
0.103,0.573
0.198,0.117
0.359,0.565
0.114,0.242
0.289,0.346
0.0426,0.0468
0.205,0.349
0.397,0.558
0.472,0.461
0.15,0.778
0.245,0.495
0.283,0.508
0.634,0.37
0.488,0.145
0.197,0.179
0.0908,0.172
0.0651,0.24
0.412,0.615
0.334,0.504
0.126,0.607
0.06,0.308
0.251,0.373
0.189,0.37
0.286,0.74
0.181,0.595
0.129,0.239
0.245,0.8
0.154,0.248
0.105,0.249
0.241,0.419
0.0753,0.158
0.447,0.338
0.115,0.557
0.288,0.334
0.586,0.805
